Справочник БИК;;;;;;;;;;
Актуально на 28.05.2023. Всего записей — 1397.;;;;;;;;;;
Подготовлено сайтом bik10.ru;;;;;;;;;;
Справочник БИК онлайн;;;;;;;;;;
БИК;Регион;Почтовый индекс;Город;Адрес;Наименование;Телефон;Корреспондентский счет;Регистрационный номер;Тип организации;Дата внесения
040813608;08;680020;Хабаровск;ул Гамарника, 12;ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК;(4212)472500;30101810600000000608;1481/1654;Филиал банка;1994-01-20
041203602;12;414000;Астрахань;ул Кирова, 41;АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК;(846)2278273,2278265;30101810500000000602;1481/112;Филиал банка;1994-07-01
043601968;36;443001;Самара;ул Молодогвардейская, 204;ФИЛИАЛ № 6318 БАНКА ВТБ (ПАО);(846)2696824,2696834;30101810422023601968;1000/89;Филиал банка;2018-01-09
042809921;28;170100;Тверь;пр-кт Тверской, д. 14а;"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г. ТВЕРИ";(4822)451897,451879;30101810500000000921;1637/6;Филиал банка;2003-05-07
042202714;22;603073;Нижний Новгород;пр-т Ленина, 64;"ПРИВОЛЖСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(831)2614441;30101810222020000714;1460/14;Филиал банка;2009-11-06
042202846;22;603022;Нижний Новгород;ул Кулибина, 3;"НИЖЕГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(831)4216270,4216280;30101810000000000846;3349/39;Филиал банка;2001-07-13
047888760;78;150003;Ярославль;ул Республиканская, 16;"ЯРОСЛАВСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";(4852)781870;30101810300000000760;3251/14;Филиал банка;2003-07-03
042748634;27;236006;Калининград;Московский пр-т, 24;КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК;(4012)351700;30101810100000000634;1481/463;Филиал банка;1994-05-10
046577420;65;620144;Екатеринбург;ул 8 Марта, 150;"УРАЛЬСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(343)2951556;30101810165770000420;1460/16;Филиал банка;2011-08-12
043601607;36;443011;Самара;ул Ново-Садовая, 305;ПОВОЛЖСКИЙ БАНК ПАО СБЕРБАНК;(846)2278273,2278270;30101810200000000607;1481/1258;Филиал банка;1994-01-20
045209777;52;644099;Омск;ул Орджоникидзе, 3 А;"ФИЛИАЛ ""ОМСКИЙ"" АО ""ОТП БАНК""";(3812)289501,289503;30101810000000000777;2766/5;Филиал банка;2006-08-28
047501830;75;454092;Челябинск;ул Воровского, 13;"ФИЛИАЛ ""ЧЕЛЯБИНСКИЙ"" АО ""ОТП БАНК""";(351)2220654,2220655;30101810200000000830;2766/8;Филиал банка;2009-06-29
040813757;08;680030;Хабаровск;ул Волочаевская, 104 лит. А;"ФИЛИАЛ ""ДАЛЬНЕВОСТОЧНЫЙ"" АО ""ОТП БАНК""";(4212)410444,410505;30101810700000000757;2766/10;Филиал банка;2012-02-14
044030871;41;187110;Кириши;пр-кт Ленина, д. 28;"Киришский ф-л ПАО ""Банк ""Санкт-Петербург""";;30101810745374030871;436/27;Филиал банка;2023-05-16
044030817;41;188760;Приозерск;ул. Ленина, д. 18;"Приозерский ф-л ПАО ""Банк ""Санкт-Петербург""";;30101810945374030817;436/22;Филиал банка;2023-05-16
044525067;45;123056;Москва;ул. Гашека, д. 7, строение 1;"Филиал ""Московский"" АО КБ ""Солидарность""";(495)6633577;30101810845250000067;554/10;Филиал банка;2017-02-08
044525682;45;119034;Москва;Гагаринский переулок, д. 7, корп. 2;"Московский филиал ПАО КБ ""Восточный""";(495)7805100,(499)6811025;30101810945250000682;1460/13;Филиал банка;2007-11-29
044705615;47;183038;Мурманск;пр-т Ленина, 37;МУРМАНСКОЕ ОТДЕЛЕНИЕ N8627 ПАО СБЕРБАНК;(8152)280304;30101810300000000615;1481/1939;Филиал банка;1994-01-20
043207782;32;650099;Кемерово;Советский пр-т, 8 А;"КЕМЕРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(3842)346032,346030;30101810800000000782;3349/56;Филиал банка;2002-04-12
046577964;65;620014;Екатеринбург;ул Горького, 7-а;"ФИЛИАЛ ""ЕКАТЕРИНБУРГСКИЙ"" АО ""АЛЬФА-БАНК""";(343)3592057;30101810100000000964;1326/6;Филиал банка;1999-06-11
044525089;45;129090;Москва;1-й Коптельский переулок, д. 4, стр. 1;"Московский филиал ПАО ""БыстроБанк""";(495)2760430;30101810645250000089;1745/6;Филиал банка;2007-12-06
044525086;45;125040;Москва;Ленинградский проспект, д. 20, строение 1;"Московский филиал АО ""ИК Банк""";(495)7307676;30101810745250000086;1732/1;Филиал банка;2016-03-03
044525142;45;119017;Москва;улица Большая Ордынка, дом 40, строение 2;"ф-л ПАО ""Банк ""Санкт-Петербург"" в г.Москве";(495)2283216;30101810045250000142;436/19;Филиал банка;1994-03-01
044525112;45;121069;Москва;Мерзляковский переулок, дом 18, строение 2;"Московский филиал АБ ""РОССИЯ""";(495)2585340,2585346;30101810500000000112;328/1;Филиал банка;2000-10-27
044525999;45;109240;Москва;улица Верхняя Радищевская, дом 2/1, строение 3;"Точка ПАО Банка ""ФК Открытие""";(495)2213210;30101810845250000999;2209/50;Филиал банка;2016-09-19
044525297;45;105066;Москва;улица Спартаковская, дом 5, строение 1;"Филиал Центральный ПАО Банка ""ФК Открытие""";(495)7877877;30101810945250000297;2209/42;Филиал банка;2016-09-19
043207757;32;650000;Кемерово;ул Весенняя, 24;Филиал №11 АО МОСОБЛБАНК;(3842)363892;30101810000000000757;1751/11;Филиал банка;2009-06-01
049205603;92;420012;Казань;ул Бутлерова, 44;"ОТДЕЛЕНИЕ ""БАНК ТАТАРСТАН"" N8610 ПАО СБЕРБАНК";(843)5192250,5192294;30101810600000000603;1481/1466;Филиал банка;1994-01-20
040813886;08;680007;Хабаровск;ул Шевчука, 23;"ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(4212)414172;30101810600000000886;1460/4;Филиал банка;2004-03-12
046015300;60;344002;Ростов-на-Дону;Будённовский пр-т, 21/50;"ЮЖНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(863)2625780,2545422;30101810300000000300;1460/15;Филиал банка;2010-08-25
040407699;04;660017;Красноярск;ул. Ленина, д. 92, пом. 123;"СИБИРСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(391)2918222;30101810100000000699;1460/11;Филиал банка;2007-10-04
040702748;07;355017;Ставрополь;ул Ленина, 231/11;"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(8652)249520;30101810007020000748;1460/20;Филиал банка;2017-02-06
040813744;08;680000;Хабаровск;ул Запарина, 57;"ДАЛЬНЕВОСТОЧНЫЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""";(4212)747788;30101810700000000744;3251/37;Филиал банка;2006-10-23
044030839;40;191119;Санкт-Петербург;Лиговский пр-т, 108 лит Б;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";(812)3180999,6000568;30101810900000000839;1460/12;Филиал банка;2007-08-20
044525520;45;129090;Москва;ул. Щепкина, д. 29;Московский филиал Таврического Банка (АО);(495)2342090,2342091;30101810845250000520;2304/5;Филиал банка;2002-07-12
040173733;01;656015;Барнаул;пр-т Ленина, 80 Б;"АЛТАЙСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";(3852)538948,538913;30101810100000000733;3349/18;Филиал банка;2001-04-06
040001002;00;043192;; П/П 43192;ПУ БАНКА РОССИИ N 43192;;;;Полевое учреждение Банка России;2008-11-07
040002002;00;043197;; П/П 43197;ПУ БАНКА РОССИИ N 43197;;;;Полевое учреждение Банка России;2008-11-07
048270002;82;368302;Каспийск;;ПУ БАНКА РОССИИ МАТВЕЕВСКОЕ;(87246)53219,53220;;;Полевое учреждение Банка России;2004-05-11
040886002;08;682971;Бикин-1;Восточный Городок;ПУ БАНКА РОССИИ СТАНЦИОННОЕ;(42155)24573;;;Полевое учреждение Банка России;1994-01-20
040703002;07;356806;Будённовск;мкр Северный;ПУ БАНКА РОССИИ ГЕОРГИЕВСКОЕ;(86559)35211,35369;;;Полевое учреждение Банка России;1998-08-21
042880002;28;171090;Озёрный;;ПУ БАНКА РОССИИ ЗАВОДСКОЕ;(48238)42572,42749;;;Полевое учреждение Банка России;1994-01-20
040021002;00;083604;; П/П 83604;ПУ БАНКА РОССИИ N 83604;;;;Полевое учреждение Банка России;1994-02-17
046482002;64;694534;Горячие Ключи;;ПУ БАНКА РОССИИ ОСТРОВНОЕ;(42454)97288;;;Полевое учреждение Банка России;1994-01-20
044783002;47;184532;Оленегорск 2;;ПУ БАНКА РОССИИ ПОЛЯРНОЕ;(81552)52998;;;Полевое учреждение Банка России;1994-01-20
044784002;47;184670;Гаджиево; А/Я-43;ПУ БАНКА РОССИИ ФЛОТСКОЕ;(81539)46486,46426;;;Полевое учреждение Банка России;1994-01-20
044785002;47;184650;Полярный;ул Гандюхина, 6;ПУ БАНКА РОССИИ ПОЛЯРНОЕ;(81551)72428,72261;;;Полевое учреждение Банка России;1994-01-20
044680002;46;141307;Сергиев Посад-7;;ПУ БАНКА РОССИИ ДОРОЖНОЕ;(495)7212618;;;Полевое учреждение Банка России;1994-01-20
040031002;00;083524;; П/П 83524;ПУ БАНКА РОССИИ N 83524;;;;Полевое учреждение Банка России;1994-01-20
040037002;00;468320;Байконур; П/П 25631;ПУ БАНКА РОССИИ N 25631;(33622)70695;;;Полевое учреждение Банка России;1994-01-20
040012002;00;003148;; П/П 03148;ПУ БАНКА РОССИИ N 03148;;;;Полевое учреждение Банка России;1994-01-20
046576002;65;624204;Лесной-4;;ПУ БАНКА РОССИИ МАЛАХИТОВОЕ;(34342)29198;;;Полевое учреждение Банка России;1997-02-04
040041002;00;010513;; П/П 10513;ПУ БАНКА РОССИИ N 10513;;;;Полевое учреждение Банка России;1994-01-20
042780002;27;236010;Калининград;ул Тенистая Аллея, 73 А;ПУ БАНКА РОССИИ БАЛТИЙСКОЕ;(4012)963280,963285;;;Полевое учреждение Банка России;1994-01-20
042784002;27;238520;Балтийск;Водолазный пер, 1;ПУ БАНКА РОССИИ ЛАЗУРНОЕ;(40145)30520,32409;;;Полевое учреждение Банка России;1994-01-20
040047002;00;064106;; П/П 64106;ПУ БАНКА РОССИИ N 64106;;;;Полевое учреждение Банка России;1994-01-20
040181002;01;658076;Сибирский;;ПУ БАНКА РОССИИ ШОЛОХОВСКОЕ;(38532)50476;;;Полевое учреждение Банка России;1994-01-20
046380002;63;412163;Светлый;;ПУ БАНКА РОССИИ ВОЛЖСКОЕ;(84558)33215;;;Полевое учреждение Банка России;1994-01-20
044584002;45;119034;Москва;Лопухинский пер, 4;ПУ БАНКА РОССИИ ОСТОЖЕНСКОЕ;(495)6961855,6960814;;;Полевое учреждение Банка России;1994-01-20
044674002;46;142300;Чехов-5;;ПУ БАНКА РОССИИ ЧЕХОВСКОЕ;(496)7239902,7238164;;;Полевое учреждение Банка России;1997-09-23
043512002;35;298108;Феодосия;ул Горького, 25;ПУ БАНКА РОССИИ АЙВАЗОВСКОЕ;(36562)30077;;;Полевое учреждение Банка России;2014-07-21
043083002;30;683013;Петропавловск-Камчат 13;ул Пономарёва, 33 А;ПУ БАНКА РОССИИ ЯКОРНОЕ;(4152)462238,462757;;;Полевое учреждение Банка России;1994-01-20
044588002;45;115093;Москва;ул Павловская, 8;ПУ БАНКА РОССИИ ЗАВОДСКОЕ;(495)9540241,9549913;;;Полевое учреждение Банка России;1994-01-20
047681002;76;672000;Чита;;ПУ БАНКА РОССИИ ВОСТОЧНОЕ;(3022)325693,325695;;;Полевое учреждение Банка России;1994-01-20
043683002;36;443539;Рощинский;ул Факел Социализма, 21;ПУ БАНКА РОССИИ ВЛАДИМИРСКОЕ;(846)2720382;;;Полевое учреждение Банка России;1994-09-20
040881002;08;680038;Хабаровск 38;;ПУ БАНКА РОССИИ ПРИАМУРСКОЕ;(4212)327627;;;Полевое учреждение Банка России;1994-01-20
040884002;08;680047;Хабаровск 47;;ПУ БАНКА РОССИИ РЕЧНОЕ;(4212)499798;;;Полевое учреждение Банка России;1994-01-20
040885002;08;681031;Комсомольск-на-Амуре 31;;ПУ БАНКА РОССИИ ТАЕЖНОЕ;(4217)230248,230258;;;Полевое учреждение Банка России;1994-01-20
042299002;22;606083;Мулино;;ПУ БАНКА РОССИИ ПОТСДАМСКОЕ;(83136)78577;;;Полевое учреждение Банка России;1995-07-27
044782002;47;184310;Заозёрск;ул Генерала Чумаченко, 4;ПУ БАНКА РОССИИ ЗАПАДНОЕ;(81556)32905,31338;;;Полевое учреждение Банка России;1994-01-20
041122002;11;164182;Мирный 12;;ПУ БАНКА РОССИИ ОКТЯБРЬСКОЕ;(81834)50190,50181;;;Полевое учреждение Банка России;1994-01-20
047980002;79;385730;Тульский;ул Комсомольская, 16;ПУ БАНКА РОССИИ КАВКАЗСКОЕ;(87777)21119,51082;;;Полевое учреждение Банка России;1994-01-20
